No. Pesanan,Status Pesanan,Alasan Pembatalan,Status Pembatalan/ Pengembalian,No. Resi,Opsi Pengiriman,Antar ke counter/ pick-up,Pesanan Harus Dikirimkan Sebelum (Menghindari keterlambatan),Waktu Pengiriman Diatur,Waktu Pesanan Dibuat,Waktu Pembayaran Dilakukan,Metode Pembayaran,SKU Induk,Nama Produk,Nomor Referensi SKU,Nama Variasi,Harga Awal,Harga Setelah Diskon,Jumlah,Returned quantity,Total Harga Produk,Total Diskon,Diskon Dari Penjual,Diskon Dari Shopee,Berat Produk,Jumlah Produk di Pesan,Total Berat,Nama Gudang,Voucher Ditanggung Penjual,Cashback Koin,Voucher Ditanggung Shopee,Paket Diskon,Paket Diskon (Diskon dari Shopee),Paket Diskon (Diskon dari Penjual),Potongan Koin Shopee,Diskon Kartu Kredit,Ongkos Kirim Dibayar oleh Pembeli,Estimasi Potongan Biaya Pengiriman,Ongkos Kirim Pengembalian Barang,Total Pembayaran,Perkiraan Ongkos Kirim,Catatan dari Pembeli,Catatan,Username (Pembeli),Nama Penerima,No. Telepon,Alamat Pengiriman,Kota/Kabupaten,Provinsi,Waktu Pesanan Selesai
SP779998645791,Selesai,,,SHP18524029461,Standar,Antar ke counter,2025-08-22 12:05:12,2025-08-21 10:05:12,2025-08-20 12:05:12,2025-08-20 13:14:12,Dana,GDS-SPR-GRA-60,Gendes Feminine Wash Spray Grape 60ml,GDS-SPR-GRA-60,Spray 60ml - Grape,59000,51000,1,0,51000,8000,3200,4800,0.15,1,0.15,Gudang Medan,5000,0,0,0,0,0,0,0,22000,22000,0,68000,22000,,,lina_pratama458,Ani Handayani,8169778197,"Jl. Gatot Subroto No. 117, Jakarta Barat",Jakarta Barat,DKI Jakarta,2025-08-25 16:05:12
SP150864643509,Selesai,,,SHP30148759197,Hemat,Pick-up,2025-08-22 14:46:20,2025-08-21 16:46:20,2025-08-20 14:46:20,2025-08-20 16:43:20,GoPay,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,GDS-SPR-VAN-60,Spray 60ml - Vanilla,59000,58000,1,0,58000,1000,0,1000,0.15,1,0.15,Gudang Medan,0,0,0,0,0,0,0,0,18000,18000,0,76000,18000,,,risa_cahyani595,Reza Sari,8024190536,"Jl. Ahmad Yani No. 111, Jakarta Timur",Jakarta Timur,DKI Jakarta,2025-08-22 15:46:20
SP672439479678,Selesai,,,SHP58950843378,Hemat,Antar ke counter,2025-08-22 16:28:11,2025-08-21 15:28:11,2025-08-20 16:28:11,2025-08-20 18:10:11,Dana,GDS-SPR-BUB-20,Gendes Feminine Wash Spray Bubblegum 20ml,GDS-SPR-BUB-20,Spray 20ml - Bubblegum,29000,20000,2,0,40000,18000,7200,10800,0.08,2,0.16,Gudang Jakarta Selatan,0,1000,5000,0,0,0,1000,0,22000,22000,0,56000,22000,,,nina_nugraha671,Dito Lestari,8782117643,"Jl. Diponegoro No. 152, Samarinda",Samarinda,Kalimantan Timur,2025-08-24 19:28:11
SP823469807465,Selesai,,,SHP92354056906,Instant,Antar ke counter,2025-08-22 17:32:20,2025-08-21 18:32:20,2025-08-20 17:32:20,2025-08-20 19:02:20,GoPay,GDS-FOA-BUB-60,Gendes Feminine Wash Foam Bubblegum 60ml,GDS-FOA-BUB-60,Foam 60ml - Bubblegum,59000,59000,1,0,59000,0,0,0,0.15,1,0.15,Gudang Bandung,0,1000,0,0,0,0,1000,0,15000,15000,0,73000,15000,,,fitri_anggraini398,Putri Sari,8287542890,"Jl. Merdeka No. 95, Malang",Malang,Jawa Timur,2025-08-22 18:32:20
SP615676757232,Selesai,,,SHP88184447739,Hemat,Pick-up,2025-08-23 07:31:22,2025-08-22 03:31:22,2025-08-21 07:31:22,2025-08-21 07:52:22,Dana,GDS-SPR-MAN-60,Gendes Feminine Wash Spray Mango 60ml,GDS-SPR-MAN-60,Spray 60ml - Mango,59000,57000,1,0,57000,2000,0,2000,0.15,1,0.15,Gudang Bandung,0,2000,0,0,0,0,2000,0,15000,15000,0,70000,15000,,,reni_wijaya688,Sri Pratama,8879704157,"Jl. Sudirman No. 34, Bekasi",Bekasi,Jawa Barat,2025-08-25 12:31:22
SP156744423052,Pengembalian Dana/Barang,,Pengembalian,SHP77645984651,Express,Pick-up,2025-08-23 16:02:53,2025-08-22 20:02:53,2025-08-21 16:02:53,2025-08-21 18:00:53,OVO,GDS-FOA-GRA-60,Gendes Feminine Wash Foam Grape 60ml,GDS-FOA-GRA-60,Foam 60ml - Grape,59000,51000,1,1,51000,8000,3200,4800,0.15,1,0.15,Gudang Medan,0,0,0,0,0,0,0,0,22000,22000,22000,22000,22000,Tolong dikemas rapi,,tari_gunawan672,Rina Pratama,8348567584,"Jl. Diponegoro No. 153, Bogor",Bogor,Jawa Barat,2025-08-24 18:02:53
SP307739895047,Selesai,,,SHP59416916277,Instant,Pick-up,2025-08-24 19:55:31,2025-08-23 22:55:31,2025-08-22 19:55:31,2025-08-22 21:18:31,Kartu Kredit,GDS-FOA-BUB-60,Gendes Feminine Wash Foam Bubblegum 60ml,GDS-FOA-BUB-60,Foam 60ml - Bubblegum,59000,51000,1,0,51000,8000,3200,4800,0.15,1,0.15,Gudang Jakarta Selatan,0,0,5000,0,0,0,0,0,22000,22000,0,68000,22000,Jangan sampai bocor,,laras_kusuma236,Ayu Permata,8344846611,"Jl. Gatot Subroto No. 119, Sleman",Sleman,Yogyakarta,2025-08-28 21:55:31
SP237628717588,Selesai,,,SHP35202242765,Standar,Pick-up,2025-08-25 21:37:15,2025-08-25 01:37:15,2025-08-23 21:37:15,2025-08-24 00:32:15,Transfer Bank,GDS-FOA-BUB-60,Gendes Feminine Wash Foam Bubblegum 60ml,GDS-FOA-BUB-60,Foam 60ml - Bubblegum,59000,57000,1,0,57000,2000,0,2000,0.15,1,0.15,Gudang Medan,0,0,0,0,0,0,0,0,22000,22000,0,79000,22000,,,vera_susanto346,Yuni Wijaya,8262554831,"Jl. Sudirman No. 45, Jakarta Selatan",Jakarta Selatan,DKI Jakarta,2025-08-29 22:37:15
SP389297744633,Selesai,,,SHP86734296698,Standar,Pick-up,2025-08-25 21:44:19,2025-08-24 22:44:19,2025-08-23 21:44:19,2025-08-24 00:34:19,Transfer Bank,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,GDS-FOA-VAN-60,Foam 60ml - Vanilla,59000,51000,1,0,51000,8000,3200,4800,0.15,1,0.15,Gudang Jakarta Selatan,0,1000,0,0,0,0,1000,0,22000,22000,0,72000,22000,Tolong dikemas rapi,,bagas_wijaya709,Andi Wibowo,8001563143,"Jl. Gatot Subroto No. 119, Solok",Solok,Sumatera Barat,2025-08-27 00:44:19
SP199333292611,Selesai,,,SHP55250558486,Hemat,Pick-up,2025-08-26 15:28:19,2025-08-25 15:28:19,2025-08-24 15:28:19,2025-08-24 17:20:19,Dana,GDS-FOA-BUB-20,Gendes Feminine Wash Foam Bubblegum 20ml,GDS-FOA-BUB-20,Foam 20ml - Bubblegum,29000,20000,1,0,20000,9000,3600,5400,0.08,1,0.08,Gudang Jakarta Selatan,0,0,0,0,0,0,0,0,8000,8000,0,28000,8000,Kemas bubble wrap,,fajar_kurniawan28,Elsa Hartono,8207705772,"Jl. Diponegoro No. 121, Tanah Laut",Tanah Laut,Kalimantan Selatan,2025-08-28 18:28:19
SP267439591366,Selesai,,,SHP23008216784,Express,Pick-up,2025-08-27 07:26:11,2025-08-26 05:26:11,2025-08-25 07:26:11,2025-08-25 08:20:11,GoPay,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,GDS-SPR-VAN-60,Spray 60ml - Vanilla,59000,58000,1,0,58000,1000,0,1000,0.15,1,0.15,Gudang Surabaya,0,1000,5000,0,0,0,1000,0,15000,15000,0,67000,15000,,,ratna_handayani200,Laras Kurniawan,8389472697,"Jl. Merdeka No. 122, Palopo",Palopo,Sulawesi Selatan,2025-08-30 11:26:11
SP626593505974,Selesai,,,SHP64608321687,Instant,Antar ke counter,2025-08-27 11:22:14,2025-08-26 10:22:14,2025-08-25 11:22:14,2025-08-25 12:04:14,Dana,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,GDS-FOA-VAN-60,Foam 60ml - Vanilla,59000,54000,1,0,54000,5000,0,5000,0.15,1,0.15,Gudang Surabaya,0,2000,0,0,0,0,2000,0,18000,18000,0,70000,18000,,,citra_wijaya337,Bagas Susanto,8655899135,"Jl. Sudirman No. 102, Solo",Solo,Jawa Tengah,2025-08-29 12:22:14
SP987391571760,Dibatalkan,Pesanan duplikat,Dibatalkan,,Hemat,Antar ke counter,2025-08-27 11:49:27,2025-08-26 10:49:27,2025-08-25 11:49:27,,Kartu Kredit,GDS-FOA-VAN-20,Gendes Feminine Wash Foam Vanilla 20ml,GDS-FOA-VAN-20,Foam 20ml - Vanilla,29000,27000,1,0,27000,2000,0,2000,0.08,1,0.08,Gudang Medan,0,2000,0,0,0,0,2000,0,0,0,0,0,22000,,,vera_setiawan206,Ayu Wijaya,8569829976,"Jl. Diponegoro No. 156, Metro",Metro,Lampung,
SP700449069627,Selesai,,,SHP58654495713,Standar,Antar ke counter,2025-08-27 12:56:36,2025-08-26 10:56:36,2025-08-25 12:56:36,2025-08-25 15:09:36,COD,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,GDS-FOA-VAN-60,Foam 60ml - Vanilla,59000,51000,1,0,51000,8000,3200,4800,0.15,1,0.15,Gudang Bandung,0,2000,0,0,0,0,2000,0,22000,22000,0,71000,22000,,,sri_anggraini865,Risa Cahyani,8289955444,"Jl. Gatot Subroto No. 145, Jakarta Utara",Jakarta Utara,DKI Jakarta,2025-09-02 16:56:36
SP467367065629,Selesai,,,SHP55267748497,Express,Pick-up,2025-08-27 17:50:04,2025-08-26 14:50:04,2025-08-25 17:50:04,2025-08-25 20:24:04,OVO,GDS-BDL-SS-60,Gendes Bundle Spray+Spray 60ml,GDS-BDL-SS-60,Bundle Spray+Spray 60ml,110000,85000,1,0,85000,25000,10000,15000,0.3,1,0.3,Gudang Bandung,0,0,0,0,0,0,0,0,18000,18000,0,103000,18000,Tolong dikemas rapi,,elsa_setiawan266,Reza Wibowo,8650952563,"Jl. Merdeka No. 136, Pringsewu",Pringsewu,Lampung,2025-08-28 18:50:04
SP345041527870,Selesai,,,SHP21246291917,Hemat,Pick-up,2025-08-28 10:34:38,2025-08-27 07:34:38,2025-08-26 10:34:38,2025-08-26 11:52:38,Transfer Bank,GDS-SPR-GRA-60,Gendes Feminine Wash Spray Grape 60ml,GDS-SPR-GRA-60,Spray 60ml - Grape,59000,58000,1,0,58000,1000,0,1000,0.15,1,0.15,Gudang Jakarta Selatan,0,2000,0,0,0,0,2000,0,8000,8000,0,64000,8000,,,sari_santoso841,Hana Gunawan,8944746226,"Jl. Diponegoro No. 100, Jakarta Pusat",Jakarta Pusat,DKI Jakarta,2025-08-29 11:34:38
SP791640075787,Selesai,,,SHP12025144813,Standar,Pick-up,2025-08-28 12:43:50,2025-08-27 11:43:50,2025-08-26 12:43:50,2025-08-26 14:39:50,Dana,GDS-SPR-MAN-60,Gendes Feminine Wash Spray Mango 60ml,GDS-SPR-MAN-60,Spray 60ml - Mango,59000,44000,1,0,44000,15000,6000,9000,0.15,1,0.15,Gudang Medan,0,0,5000,0,0,0,0,0,8000,8000,0,47000,8000,,,reni_gunawan233,Sari Handayani,8129899790,"Jl. Merdeka No. 21, Pringsewu",Pringsewu,Lampung,2025-08-30 15:43:50
SP247620165503,Selesai,,,SHP23952364885,Express,Pick-up,2025-08-29 10:53:49,2025-08-28 10:53:49,2025-08-27 10:53:49,2025-08-27 10:59:49,GoPay,GDS-FOA-VAN-20,Gendes Feminine Wash Foam Vanilla 20ml,GDS-FOA-VAN-20,Foam 20ml - Vanilla,29000,28000,1,0,28000,1000,0,1000,0.08,1,0.08,Gudang Bandung,0,2000,5000,0,0,0,2000,0,22000,22000,0,43000,22000,Jangan sampai bocor,,sri_anggraini979,Vera Wijaya,8208127499,"Jl. Ahmad Yani No. 153, Gresik",Gresik,Jawa Timur,2025-08-31 11:53:49
SP877335732372,Selesai,,,SHP45314753511,Instant,Pick-up,2025-08-29 19:16:34,2025-08-28 15:16:34,2025-08-27 19:16:34,2025-08-27 21:34:34,Kartu Kredit,GDS-SPR-BUB-20,Gendes Feminine Wash Spray Bubblegum 20ml,GDS-SPR-BUB-20,Spray 20ml - Bubblegum,29000,22000,1,0,22000,7000,2800,4200,0.08,1,0.08,Gudang Surabaya,0,0,0,0,0,0,0,0,8000,8000,0,30000,8000,,,eka_lestari288,Nova Purnama,8268908268,"Jl. Merdeka No. 82, Serang",Serang,Banten,2025-09-02 23:16:34
SP119970600242,Selesai,,,SHP13540723698,Hemat,Pick-up,2025-08-29 21:30:58,2025-08-28 18:30:58,2025-08-27 21:30:58,2025-08-27 23:48:58,GoPay,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,GDS-SPR-VAN-60,Spray 60ml - Vanilla,59000,52000,2,0,104000,14000,5600,8400,0.15,2,0.3,Gudang Jakarta Selatan,0,2000,0,0,0,0,2000,0,18000,18000,0,120000,18000,,,risa_permata745,Reza Rahayu,8744347821,"Jl. Gatot Subroto No. 173, Yogyakarta",Yogyakarta,Yogyakarta,2025-09-01 22:30:58
SP246099208735,Selesai,,,SHP34160205709,Instant,Pick-up,2025-08-30 16:10:46,2025-08-29 12:10:46,2025-08-28 16:10:46,2025-08-28 17:34:46,COD,GDS-FOA-BUB-60,Gendes Feminine Wash Foam Bubblegum 60ml,GDS-FOA-BUB-60,Foam 60ml - Bubblegum,59000,59000,1,0,59000,0,0,0,0.15,1,0.15,Gudang Surabaya,0,2000,0,0,0,0,2000,0,8000,8000,0,65000,8000,Tolong dikemas rapi,,risa_nugraha488,Hana Susanto,8595252924,"Jl. Ahmad Yani No. 178, Sidoarjo",Sidoarjo,Jawa Timur,2025-09-01 19:10:46
SP800836048195,Dibatalkan,Pesanan duplikat,Dibatalkan,,Instant,Antar ke counter,2025-08-30 18:52:13,2025-08-29 18:52:13,2025-08-28 18:52:13,,OVO,GDS-SPR-BUB-20,Gendes Feminine Wash Spray Bubblegum 20ml,GDS-SPR-BUB-20,Spray 20ml - Bubblegum,29000,23000,2,0,46000,12000,4800,7200,0.08,2,0.16,Gudang Jakarta Selatan,0,0,5000,0,0,0,0,0,0,0,0,0,15000,,,reni_kurniawan649,Dito Pratama,8224414633,"Jl. Ahmad Yani No. 119, Jakarta Timur",Jakarta Timur,DKI Jakarta,
SP681428351301,Selesai,,,SHP76805830971,Standar,Pick-up,2025-08-30 19:21:38,2025-08-29 15:21:38,2025-08-28 19:21:38,2025-08-28 19:42:38,Transfer Bank,GDS-BDL-SS-60,Gendes Bundle Spray+Spray 60ml,GDS-BDL-SS-60,Bundle Spray+Spray 60ml,110000,106000,1,0,106000,4000,0,4000,0.3,1,0.3,Gudang Surabaya,0,0,5000,0,0,0,0,0,22000,22000,0,123000,22000,,,vera_wibowo81,Nadia Nugraha,8925987640,"Jl. Merdeka No. 194, Jakarta Selatan",Jakarta Selatan,DKI Jakarta,2025-09-02 00:21:38
SP420611404877,Selesai,,,SHP18631464901,Standar,Antar ke counter,2025-08-31 18:18:56,2025-08-30 16:18:56,2025-08-29 18:18:56,2025-08-29 20:01:56,GoPay,GDS-FOA-BUB-20,Gendes Feminine Wash Foam Bubblegum 20ml,GDS-FOA-BUB-20,Foam 20ml - Bubblegum,29000,22000,2,0,44000,14000,5600,8400,0.08,2,0.16,Gudang Jakarta Selatan,0,0,0,0,0,0,0,0,18000,18000,0,62000,18000,,,lia_hartono98,Rina Purnama,8177578612,"Jl. Ahmad Yani No. 96, Payakumbuh",Payakumbuh,Sumatera Barat,2025-09-03 22:18:56
SP363845388909,Dibatalkan,Pembayaran gagal,Dibatalkan,,Instant,Antar ke counter,2025-08-31 20:56:48,2025-08-30 16:56:48,2025-08-29 20:56:48,,OVO,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,GDS-SPR-VAN-60,Spray 60ml - Vanilla,59000,59000,1,0,59000,0,0,0,0.15,1,0.15,Gudang Bandung,0,1000,0,0,0,0,1000,0,0,0,0,0,18000,,,nina_nugraha101,Eka Santoso,8786307013,"Jl. Merdeka No. 173, Gresik",Gresik,Jawa Timur,
SP473362487746,Selesai,,,SHP88622774077,Hemat,Pick-up,2025-08-31 21:15:05,2025-08-30 19:15:05,2025-08-29 21:15:05,2025-08-29 21:58:05,COD,GDS-SPR-BUB-60,Gendes Feminine Wash Spray Bubblegum 60ml,GDS-SPR-BUB-60,Spray 60ml - Bubblegum,59000,54000,1,0,54000,5000,0,5000,0.15,1,0.15,Gudang Medan,0,2000,0,0,0,0,2000,0,8000,8000,0,60000,8000,,,elsa_wibowo756,Rina Setiawan,8803071460,"Jl. Merdeka No. 10, Malang",Malang,Jawa Timur,2025-09-02 01:15:05
SP971393474066,Selesai,,,SHP10997984242,Hemat,Pick-up,2025-08-31 21:29:53,2025-08-30 18:29:53,2025-08-29 21:29:53,2025-08-29 22:10:53,ShopeePay,GDS-FOA-BUB-20,Gendes Feminine Wash Foam Bubblegum 20ml,GDS-FOA-BUB-20,Foam 20ml - Bubblegum,29000,27000,1,0,27000,2000,0,2000,0.08,1,0.08,Gudang Bandung,0,0,0,0,0,0,0,0,15000,15000,0,42000,15000,,,nina_lestari428,Mega Hartono,8681469107,"Jl. Gatot Subroto No. 68, Semarang",Semarang,Jawa Tengah,2025-09-05 02:29:53
SP379811142652,Selesai,,,SHP96512530762,Standar,Antar ke counter,2025-09-01 12:52:54,2025-08-31 10:52:54,2025-08-30 12:52:54,2025-08-30 13:11:54,Transfer Bank,GDS-SPR-VAN-20,Gendes Feminine Wash Spray Vanilla 20ml,GDS-SPR-VAN-20,Spray 20ml - Vanilla,29000,29000,1,0,29000,0,0,0,0.08,1,0.08,Gudang Surabaya,0,0,0,0,0,0,0,0,18000,18000,0,47000,18000,,,vera_gunawan205,Eka Kurniawan,8841024097,"Jl. Sudirman No. 48, Balikpapan",Balikpapan,Kalimantan Timur,2025-09-03 17:52:54
SP165689206429,Selesai,,,SHP76319697247,Express,Antar ke counter,2025-09-01 15:14:04,2025-08-31 11:14:04,2025-08-30 15:14:04,2025-08-30 15:29:04,COD,GDS-FOA-BUB-20,Gendes Feminine Wash Foam Bubblegum 20ml,GDS-FOA-BUB-20,Foam 20ml - Bubblegum,29000,27000,1,0,27000,2000,0,2000,0.08,1,0.08,Gudang Jakarta Selatan,0,0,5000,0,0,0,0,0,12000,12000,0,34000,12000,Tolong dikemas rapi,,elsa_hartono645,Bagas Purnama,8220433006,"Jl. Ahmad Yani No. 60, Semarang",Semarang,Jawa Tengah,2025-09-04 17:14:04
SP798936143278,Selesai,,,SHP39437067391,Standar,Antar ke counter,2025-09-01 15:57:25,2025-08-31 15:57:25,2025-08-30 15:57:25,2025-08-30 17:10:25,Kartu Kredit,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,GDS-FOA-VAN-60,Foam 60ml - Vanilla,59000,44000,1,0,44000,15000,6000,9000,0.15,1,0.15,Gudang Surabaya,5000,2000,5000,0,0,0,2000,0,12000,12000,0,44000,12000,,,citra_susanto106,Andi Pratama,8499883519,"Jl. Diponegoro No. 32, Gresik",Gresik,Jawa Timur,2025-09-04 19:57:25
SP595289669427,Selesai,,,SHP49341906167,Hemat,Pick-up,2025-09-01 18:03:10,2025-08-31 17:03:10,2025-08-30 18:03:10,2025-08-30 18:27:10,COD,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,GDS-SPR-VAN-60,Spray 60ml - Vanilla,59000,54000,1,0,54000,5000,0,5000,0.15,1,0.15,Gudang Surabaya,0,1000,0,0,0,0,1000,0,8000,8000,0,61000,8000,Tolong dikemas rapi,,ani_hartono230,Risa Gunawan,8660860489,"Jl. Diponegoro No. 66, Magelang",Magelang,Jawa Tengah,2025-09-05 22:03:10
SP517971618537,Selesai,,,SHP51259208963,Express,Pick-up,2025-09-01 18:13:31,2025-08-31 17:13:31,2025-08-30 18:13:31,2025-08-30 20:43:31,ShopeePay,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,GDS-SPR-VAN-60,Spray 60ml - Vanilla,59000,57000,1,0,57000,2000,0,2000,0.15,1,0.15,Gudang Jakarta Selatan,0,0,0,0,0,0,0,0,22000,22000,0,79000,22000,,,reza_kurniawan756,Tika Santoso,8167550310,"Jl. Diponegoro No. 52, Tabanan",Tabanan,Bali,2025-09-06 23:13:31
SP681904643055,Selesai,,,SHP64769124330,Instant,Antar ke counter,2025-09-01 19:13:29,2025-08-31 22:13:29,2025-08-30 19:13:29,2025-08-30 20:26:29,ShopeePay,GDS-FOA-VAN-20,Gendes Feminine Wash Foam Vanilla 20ml,GDS-FOA-VAN-20,Foam 20ml - Vanilla,29000,29000,2,0,58000,0,0,0,0.08,2,0.16,Gudang Jakarta Selatan,0,2000,0,0,0,0,2000,0,12000,12000,0,68000,12000,,,rina_setiawan391,Lia Santoso,8142112534,"Jl. Merdeka No. 71, Binjai",Binjai,Sumatera Utara,2025-09-04 23:13:29
SP209138603356,Selesai,,,SHP60275241901,Express,Pick-up,2025-09-02 06:08:50,2025-09-01 04:08:50,2025-08-31 06:08:50,2025-08-31 08:16:50,OVO,GDS-FOA-BUB-60,Gendes Feminine Wash Foam Bubblegum 60ml,GDS-FOA-BUB-60,Foam 60ml - Bubblegum,59000,55000,2,0,110000,8000,0,8000,0.15,2,0.3,Gudang Jakarta Selatan,0,0,0,0,0,0,0,0,8000,8000,0,118000,8000,Kemas bubble wrap,,wati_permata133,Putri Lestari,8193633959,"Jl. Gatot Subroto No. 193, Semarang",Semarang,Jawa Tengah,2025-09-04 10:08:50
SP439989512877,Selesai,,,SHP94578735506,Hemat,Pick-up,2025-09-02 08:09:50,2025-09-01 10:09:50,2025-08-31 08:09:50,2025-08-31 08:38:50,Dana,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,GDS-FOA-VAN-60,Foam 60ml - Vanilla,59000,48000,1,0,48000,11000,4400,6600,0.15,1,0.15,Gudang Jakarta Selatan,10000,1000,0,0,0,0,1000,0,18000,18000,0,55000,18000,,,reza_setiawan632,Elsa Lestari,8041813662,"Jl. Merdeka No. 105, Jakarta Pusat",Jakarta Pusat,DKI Jakarta,2025-09-04 11:09:50
SP997611151702,Selesai,,,SHP81492030558,Instant,Pick-up,2025-09-02 15:36:02,2025-09-01 15:36:02,2025-08-31 15:36:02,2025-08-31 18:05:02,COD,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,GDS-FOA-VAN-60,Foam 60ml - Vanilla,59000,56000,2,0,112000,6000,0,6000,0.15,2,0.3,Gudang Bandung,0,0,0,0,0,0,0,0,8000,8000,0,120000,8000,,,tari_nugraha183,Indah Kusuma,8011060030,"Jl. Diponegoro No. 86, Surabaya",Surabaya,Jawa Timur,2025-09-04 20:36:02
SP340793730858,Selesai,,,SHP87808525417,Express,Pick-up,2025-09-02 20:22:25,2025-09-01 20:22:25,2025-08-31 20:22:25,2025-08-31 20:34:25,Transfer Bank,GDS-SPR-HAZ-60,Gendes Feminine Wash Spray Hazelnut 60ml,GDS-SPR-HAZ-60,Spray 60ml - Hazelnut,59000,59000,2,0,118000,0,0,0,0.15,2,0.3,Gudang Bandung,0,1000,0,0,0,0,1000,0,8000,8000,0,125000,8000,,,nova_hartono374,Andi Setiawan,8098017056,"Jl. Diponegoro No. 192, Gresik",Gresik,Jawa Timur,2025-09-04 23:22:25
SP113637921176,Selesai,,,SHP20108503742,Standar,Antar ke counter,2025-09-02 22:43:46,2025-09-01 19:43:46,2025-08-31 22:43:46,2025-09-01 00:15:46,COD,GDS-SPR-BUB-60,Gendes Feminine Wash Spray Bubblegum 60ml,GDS-SPR-BUB-60,Spray 60ml - Bubblegum,59000,51000,1,0,51000,8000,3200,4800,0.15,1,0.15,Gudang Jakarta Selatan,5000,1000,5000,0,0,0,1000,0,22000,22000,0,62000,22000,,,arif_kurniawan922,Sri Susanto,8284365685,"Jl. Diponegoro No. 196, Tanah Laut",Tanah Laut,Kalimantan Selatan,2025-09-05 00:43:46
SP669625907996,Selesai,,,SHP24760613100,Express,Antar ke counter,2025-09-02 22:44:15,2025-09-01 19:44:15,2025-08-31 22:44:15,2025-09-01 00:17:15,ShopeePay,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,GDS-FOA-VAN-60,Foam 60ml - Vanilla,59000,51000,1,0,51000,8000,3200,4800,0.15,1,0.15,Gudang Surabaya,5000,0,5000,0,0,0,0,0,8000,8000,0,49000,8000,,,ani_anggraini624,Eka Nugraha,8048345768,"Jl. Ahmad Yani No. 88, Bekasi",Bekasi,Jawa Barat,2025-09-04 01:44:15
SP717955766303,Selesai,,,SHP22666187258,Express,Pick-up,2025-09-02 23:47:49,2025-09-01 19:47:49,2025-08-31 23:47:49,2025-09-01 02:15:49,OVO,GDS-FOA-HAZ-60,Gendes Feminine Wash Foam Hazelnut 60ml,GDS-FOA-HAZ-60,Foam 60ml - Hazelnut,59000,59000,1,0,59000,0,0,0,0.15,1,0.15,Gudang Surabaya,0,0,0,0,0,0,0,0,8000,8000,0,67000,8000,,,rina_permata369,Reza Wibowo,8476505476,"Jl. Gatot Subroto No. 68, Cilegon",Cilegon,Banten,2025-09-08 03:47:49
SP644097379869,Selesai,,,SHP66691238669,Express,Pick-up,2025-09-03 10:46:23,2025-09-02 12:46:23,2025-09-01 10:46:23,2025-09-01 13:37:23,Transfer Bank,GDS-BDL-FS-60,Gendes Bundle Foam+Spray 60ml,GDS-BDL-FS-60,Bundle Foam+Spray 60ml,110000,110000,1,0,110000,0,0,0,0.3,1,0.3,Gudang Surabaya,0,0,0,0,0,0,0,0,8000,8000,0,118000,8000,,,nadia_putri427,Ratna Lestari,8517175732,"Jl. Ahmad Yani No. 142, Pekanbaru",Pekanbaru,Riau,2025-09-05 12:46:23
SP629053174593,Selesai,,,SHP66703404098,Express,Pick-up,2025-09-03 11:12:38,2025-09-02 07:12:38,2025-09-01 11:12:38,2025-09-01 14:02:38,Kartu Kredit,GDS-FOA-BUB-60,Gendes Feminine Wash Foam Bubblegum 60ml,GDS-FOA-BUB-60,Foam 60ml - Bubblegum,59000,54000,1,0,54000,5000,0,5000,0.15,1,0.15,Gudang Surabaya,0,0,0,0,0,0,0,0,12000,12000,0,66000,12000,Tolong dikemas rapi,,mira_wijaya861,Hana Sari,8429326745,"Jl. Ahmad Yani No. 177, Bandung",Bandung,Jawa Barat,2025-09-04 15:12:38
SP882024385187,Selesai,,,SHP66257919108,Hemat,Antar ke counter,2025-09-03 11:53:42,2025-09-02 08:53:42,2025-09-01 11:53:42,2025-09-01 14:41:42,COD,GDS-SPR-VAN-20,Gendes Feminine Wash Spray Vanilla 20ml,GDS-SPR-VAN-20,Spray 20ml - Vanilla,29000,27000,1,0,27000,2000,0,2000,0.08,1,0.08,Gudang Bandung,0,1000,0,0,0,0,1000,0,15000,15000,0,41000,15000,Kemas bubble wrap,,rizky_rahayu67,Andi Lestari,8360827815,"Jl. Gatot Subroto No. 183, Jakarta Timur",Jakarta Timur,DKI Jakarta,2025-09-05 13:53:42
